locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBLCLPDI_01822	CDS	357				hypothetical protein
MBLCLPDI_01823	CDS	858				alpha/beta hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01824	CDS	414				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01825	CDS	858				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01826	CDS	987				alcohol dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01827	CDS	1413				PTS galactitol transporter subunit IIC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01828	CDS	1170				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01829	CDS	882				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01830	CDS	711				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01831	CDS	459				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01832	CDS	408				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01833	CDS	1014				lipoate--protein ligase A, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01834	CDS	468				universal stress protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01835	CDS	1929				GTP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01836	CDS	903				ROK family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01837	CDS	1353				branched-chain amino acid transport system II carrier protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01838	CDS	450				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01839	CDS	1251				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01840	CDS	747				alpha/beta hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01841	CDS	1356				APC family permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01842	CDS	2412				phosphoketolase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01843	CDS	732				GntR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01844	CDS	507				Cys-tRNA(Pro) deacylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01845	CDS	1437				dipeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01846	CDS	1833				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01847	CDS	1743				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01848	CDS	1005				D-2-hydroxyacid dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01849	CDS	534				ECF transporter S component, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01850	CDS	381				hypothetical protein
MBLCLPDI_01851	CDS	1053				nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01852	CDS	711				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01853	CDS	591				histidine phosphatase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01854	CDS	762				adenosylcobinamide-GDP ribazoletransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01855	CDS	591				bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01856	CDS	1296				aspartate aminotransferase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01857	CDS	972				porphobilinogen synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01858	CDS	918				hydroxymethylbilane synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01859	CDS	1266				glutamyl-tRNA reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01860	CDS	459				bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01861	CDS	1506				cobyric acid synthase CobQ, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01862	CDS	804				cobalt ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01863	CDS	678				cobalt ECF transporter T component CbiQ, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01864	CDS	312				energy-coupling factor ABC transporter substrate-binding protein, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01865	CDS	747				cobalt transporter CbiM, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01866	CDS	714				cobalt-factor II C(20)-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01867	CDS	780				sirohydrochlorin cobaltochelatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01868	CDS	1395				uroporphyrinogen-III C-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01869	CDS	759				precorrin-6A reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01870	CDS	726				precorrin-3B C(17)-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01871	CDS	1056				cobalamin biosynthesis protein CbiG, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01872	CDS	762				cobalt-precorrin-4 methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01873	CDS	555				decarboxylating cobalt-precorrin-6B (C(15))-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01874	CDS	603				cobalt-precorrin-7 (C(5))-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01875	CDS	1152				cobalt-precorrin-5B (C(1))-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01876	CDS	684				cobalt-precorrin-8 methylmutase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01877	CDS	960				cobalamin biosynthesis protein CobD, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01878	CDS	1365				cobyrinic acid a,c-diamide synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01879	CDS	1089				threonine-phosphate decarboxylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01880	CDS	969				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01881	CDS	567				cob(I)yrinic acid a,c-diamide adenosyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01882	CDS	843				GNAT family N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01883	CDS	450				flavodoxin, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01884	CDS	429				ethanolamine utilization protein EutP, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01885	CDS	558				permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01886	CDS	645				histidine phosphatase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01887	CDS	795				protein-tyrosine-phosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01888	CDS	348				BMC domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01889	CDS	1185				acetate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01890	CDS	1122				alcohol dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01891	CDS	1434				aldehyde dehydrogenase EutE, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01892	CDS	474				heme-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01893	CDS	588				cob(I)yrinic acid a,c-diamide adenosyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01894	CDS	279				ethanolamine utilization protein EutN, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01895	CDS	504				microcompartment protein PduM, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01896	CDS	645				phosphate propanoyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01897	CDS	291				BMC domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01898	CDS	570				BMC domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01899	CDS	360				propanediol dehydratase reactivation protein PduH, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01900	CDS	1851				diol dehydratase reactivase subunit alpha, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01901	CDS	516				propanediol dehydratase small subunit PduE, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01902	CDS	711				propanediol dehydratase medium subunit PduD, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01903	CDS	1677				propanediol dehydratase large subunit PduC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01904	CDS	717				propanediol utilization microcompartment protein PduB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01905	CDS	282				BMC domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01906	CDS	1080				AraC family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01907	CDS	834				ethanolamine utilization protein EutJ, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01908	CDS	708				aquaporin family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01909	CDS	912				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01910	CDS	840				xylose isomerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01911	CDS	1119				AI-2E family transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01912	CDS	726				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01913	CDS	453				MarR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01914	CDS	528				hypothetical protein
MBLCLPDI_01915	CDS	525				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01916	CDS	864				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01917	CDS	1329				HlyC/CorC family transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01918	CDS	468				ribonucleotide reductase assembly protein NrdI, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01919	CDS	426				VOC family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01920	CDS	1107				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01921	CDS	1482				glucose-6-phosphate dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01922	CDS	1437				phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating), Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01923	CDS	267				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01924	CDS	1953				lactose permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01925	CDS	465				universal stress protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01926	CDS	471				Lrp/AsnC family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01927	CDS	1314				proton glutamate symport protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01928	CDS	627				DedA family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01929	CDS	450				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01930	CDS	594				hypothetical protein
MBLCLPDI_01931	CDS	993				LacI family DNA-binding transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01932	CDS	1452				galactose-1-phosphate uridylyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01933	CDS	1179				galactokinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01934	CDS	969				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01935	CDS	783				protein-tyrosine-phosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01936	CDS	507				YbhB/YbcL family Raf kinase inhibitor-like protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01937	CDS	225				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01938	CDS	327				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01939	CDS	1122				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01940	CDS	498				transcription elongation factor GreA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01941	CDS	753				membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01942	CDS	843				aldo/keto reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01943	CDS	681				DNA-binding response regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01944	CDS	981				sensor histidine kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01945	CDS	756				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01946	CDS	1929				ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01947	CDS	828				homoserine O-succinyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01948	CDS	924				cysteine synthase A, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01949	CDS	1494				cardiolipin synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01950	CDS	1161				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01951	CDS	504				O-acetyl-ADP-ribose deacetylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01952	CDS	621				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01953	CDS	1905				peptidase M13, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01954	CDS	294				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01955	CDS	1293				peptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01956	CDS	1146				ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01957	CDS	633				3-methyladenine DNA glycosylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01958	CDS	372				hypothetical protein
MBLCLPDI_01959	CDS	174				hypothetical protein
MBLCLPDI_01960	CDS	684				flavodoxin family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01961	CDS	321				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01962	CDS	960				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01963	CDS	993				Rpn family recombination-promoting nuclease/putative transposase, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01964	CDS	285				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01965	CDS	1080				phosphoesterase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01966	CDS	1236				hypothetical protein
MBLCLPDI_01967	CDS	1386				branched-chain amino acid transport system II carrier protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01968	CDS	594				mannosyl-glycoprotein endo-beta-N-acetylglucosamidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01969	CDS	780				membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01970	CDS	1542				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01971	CDS	186				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01972	CDS	210				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01973	CDS	624				hypothetical protein
MBLCLPDI_01974	CDS	180				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01975	CDS	225				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01976	CDS	993				peptidoglycan endopeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01977	CDS	996				peptide ABC transporter substrate-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01978	CDS	900				branched-chain amino acid ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01979	CDS	765				phosphonate ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01980	CDS	564				membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01981	CDS	333				ArsR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01982	CDS	1323				MATE family efflux transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
